id,title,description,price,location,pincode,type,category_id,site_id,project_id,plot_id,land_id,status,created_by,updated_by,created_at,updated_at,deleted_at,property_type_id,agent_id,city,bedrooms,featured,features,amenities,state,country_id,bathrooms,area,area_sqft,area_unit,latitude,longitude,sync_updated_at
10015,"Residential Plot in Bargadwa","Affordable plot in Bargadwa, a rapidly developing area of Gorakhpur. Good road connectivity and growing infrastructure.",750000.00,"Bargadwa, Gorakhpur",,land,,,,,,active,,,"2026-06-29 11:05:40","2026-06-29 11:05:40",,,,Gorakhpur,0,0,"[""Developing Area"",""Road Access"",""Electricity"",""Water Supply""]","[""Market 1km"",""School 2km"",""Bus Stand 1.5km""]","Uttar Pradesh",,0,0.00,1100.00,sqft,,,"2026-06-29 11:05:40"
10014,"Commercial Shop in Mohaddipur Market","Ready-to-use commercial shop in Mohaddipur market area. High footfall location ideal for retail business. Near Gorakhpur junction.",5500000.00,"Mohaddipur, Gorakhpur",,commercial,,,,,,active,,,"2026-06-29 11:05:40","2026-06-29 11:05:40",,,,Gorakhpur,0,0,"[""Ground Floor"",""Main Market"",""Shutter Door"",""Storage Space""]","[""Bank 100m"",""ATM 50m"",""Parking 200m""]","Uttar Pradesh",,1,0.00,600.00,sqft,,,"2026-06-29 11:05:40"
10013,"Plot in Rajendra Nagar Colony","Premium plot in upscale Rajendra Nagar. One of Gorakhpur's most expensive localities with excellent infrastructure and connectivity.",3500000.00,"Rajendra Nagar, Gorakhpur",,land,,,,,,active,,,"2026-06-29 11:05:40","2026-06-29 11:05:40",,,,Gorakhpur,0,0,"[""Upscale Area"",""Wide Roads"",""Gated Community"",""Park Facing""]","[""Mall 2km"",""School 500m"",""Restaurant Walking Distance""]","Uttar Pradesh",,0,0.00,1200.00,sqft,,,"2026-06-29 11:05:40"
10012,"Residential Plot in Medical Road","Strategic plot on Medical Road near AIIMS Gorakhpur. Premium location with rapid appreciation potential. Ring Road access.",2200000.00,"Medical Road, Gorakhpur",,land,,,,,,active,,,"2026-06-29 11:05:40","2026-06-29 11:05:40",,,,Gorakhpur,0,0,"[""AIIMS Nearby"",""Ring Road Access"",""East Facing"",""Pitch Road""]","[""Hospital 200m"",""Pharmacy 100m"",""School 1km""]","Uttar Pradesh",,0,0.00,1500.00,sqft,,,"2026-06-29 11:05:40"
10011,"Plot in Padri Bazar","Family-friendly plot in Padri Bazar, Gorakhpur. Near schools and hospitals. Well-connected to city center with good public transport.",900000.00,"Padri Bazar, Gorakhpur",,land,,,,,,active,,,"2026-06-29 11:05:40","2026-06-29 11:05:40",,,,Gorakhpur,0,0,"[""School Nearby"",""Hospital Nearby"",""Public Transport"",""Market Access""]","[""School 300m"",""Hospital 1km"",""Auto Stand 200m""]","Uttar Pradesh",,0,0.00,900.00,sqft,,,"2026-06-29 11:05:40"
10010,"Residential Plot in Gorakhnath Area","Peaceful residential plot near Gorakhnath Temple. Cultural hub of Gorakhpur with traditional neighborhoods and modern amenities.",1200000.00,"Gorakhnath, Gorakhpur",,land,,,,,,active,,,"2026-06-29 11:05:40","2026-06-29 11:05:40",,,,Gorakhpur,0,0,"[""Temple Nearby"",""Quiet Area"",""Residential Zone"",""School 500m""]","[""Temple Walking Distance"",""Market 500m"",""School 500m""]","Uttar Pradesh",,0,0.00,800.00,sqft,,,"2026-06-29 11:05:40"
10009,"Commercial Plot on Deoria Road","High-visibility commercial plot on Deoria Road. Excellent for shops, showrooms, or office space. Near Ramgarh Lake and Ring Road junction.",4500000.00,"Deoria Road, Gorakhpur",,commercial,,,,,,active,,,"2026-06-29 11:05:40","2026-06-29 11:05:40",,,,Gorakhpur,0,0,"[""Main Road Facing"",""High Footfall"",""Parking Available"",""GDA Approved""]","[""Bank 200m"",""Petrol Pump 100m"",""Bus Stop 300m""]","Uttar Pradesh",,0,0.00,1500.00,sqft,,,"2026-06-29 11:05:40"
10008,"Residential Plot in Taramandal","Prime residential plot in Taramandal, one of Gorakhpur's most premium localities. Near BRD Medical College. Well-connected to all parts of the city.",1750000.00,"Taramandal, Gorakhpur",,land,,,,,,active,,,"2026-06-29 11:05:40","2026-06-29 11:05:40",,,,Gorakhpur,0,0,"[""Prime Location"",""Medical College Nearby"",""Wide Road"",""GDA Approved""]","[""Hospital 500m"",""College 1km"",""Market Walking Distance""]","Uttar Pradesh",,0,0.00,1000.00,sqft,,,"2026-06-29 11:05:40"
10007,"Affordable Plot in Budh Bihar Colony","Budget-friendly residential plots in Budh Bihar Colony, Kushinagar. Ideal for first-time buyers and investors. Near NH-28 with excellent connectivity.",350000.00,"Budh Bihar Colony, Kushinagar",,land,,,,,,active,,,"2026-06-29 11:05:40","2026-06-29 11:05:40",,,,Kushinagar,0,1,"[""NH-28 Access"",""Electricity"",""Water Supply"",""Road Access""]","[""School 500m"",""Hospital 3km"",""Market 1km""]","Uttar Pradesh",,0,0.00,1000.00,sqft,,,"2026-06-29 11:05:40"
10006,"Premium Plot in Braj Radha Nagri","Affordable premium plots in Braj Radha Nagri, Gorakhpur. Family-friendly neighborhood with modern amenities. East-facing plots available with Vastu compliance.",450000.00,"Braj Radha Nagri, Gorakhpur",,land,,,,,,active,,,"2026-06-29 11:05:39","2026-06-29 11:05:39",,,,Gorakhpur,0,1,"[""East Facing"",""Corner Plot Available"",""Wide Roads"",""Boundary Wall""]","[""Park"",""Children Play Area"",""Temple"",""Market""]","Uttar Pradesh",,0,0.00,1000.00,sqft,,,"2026-06-29 11:05:39"
10005,"Residential Plot in Raghunath Nagri Phase 2","Spacious plot in Raghunath Nagri, a well-developed colony with excellent infrastructure. Near Deoria Road with easy access to highways. GDA approved layouts.",550000.00,"Raghunath Nagri, Deoria Road, Gorakhpur",,land,,,,,,active,,,"2026-06-29 11:05:39","2026-06-29 11:05:39",,,,Gorakhpur,0,1,"[""Gated Community"",""Paved Roads"",""Drainage System"",""Street Lights""]","[""Market Nearby"",""School 1km"",""Bus Stand 2km""]","Uttar Pradesh",,0,0.00,1000.00,sqft,,,"2026-06-29 11:05:39"
10004,"Premium Residential Plot in Suryoday Colony","Well-planned residential plot in Suryoday Colony, one of Gorakhpur's most sought-after gated communities. RERA registered with clear titles. Near Gorakhpur University, railways station, and AIIMS.",650000.00,"Suryoday Colony, Kunraghat, Gorakhpur",,land,,,,,,active,,,"2026-06-29 11:05:39","2026-06-29 11:05:39",,,,Gorakhpur,0,1,"[""Gated Community"",""24x7 Security"",""Paved Roads"",""Water Supply"",""Electricity"",""Park""]","[""Park"",""Temple"",""School Nearby"",""Hospital 2km""]","Uttar Pradesh",,0,0.00,1200.00,sqft,,,"2026-06-29 11:05:39"
10003,,,0.00,,,apartment,,,,,,active,,,"2026-05-29 23:51:39","2026-05-29 23:51:39",,,,,0,0,,,,,0,0.00,,sqft,,,"2026-05-29 23:51:39"
10002,"Budget Friendly Plot in Anand Vihar","Value for money plot with clear documents and immediate possession.",420000.00,"Gorakhpur, UP",273016,land,,,,,,active,1,,"2026-04-03 12:59:58","2026-04-04 00:17:16",,,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-04-04 00:17:16"
10001,"4 BHK Penthouse in SRS City","Stunning penthouse with terrace garden and city view.",6800000.00,"Lucknow, UP",226012,apartment,,,,,,active,1,,"2026-04-03 12:59:58","2026-04-04 00:17:16",,,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-04-04 00:17:16"
10000,"Commercial Plot in MG Road","Prime commercial plot suitable for shop, office or showroom.",5500000.00,"Gorakhpur, UP",273001,commercial,,,,,,active,1,,"2026-04-03 12:59:58","2026-04-04 00:17:16",,,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-04-04 00:17:16"
9999,"2 BHK Villa in Hazratganj","Beautiful villa with private garden and parking space.",3200000.00,"Lucknow, UP",226001,house,,,,,,active,1,,"2026-04-03 12:59:58","2026-04-04 00:17:16",,,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-04-04 00:17:16"
9998,"3 BHK Apartment in Gomti Nagar","Luxury 3 bedroom apartment with modular kitchen, 2 bathrooms, and balcony.",4500000.00,"Lucknow, UP",226010,apartment,,,,,,active,1,,"2026-04-03 12:59:58","2026-04-04 00:17:16",,,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-04-04 00:17:16"
9997,"Braj Radha Nagri - Plot C3","Affordable plots with garden view and peaceful environment.",650000.00,"Gorakhpur, UP",273015,land,,,,,,active,1,,"2026-04-03 12:59:58","2026-04-04 00:17:16",,,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-04-04 00:17:16"
9996,"Raghunath Nagri - Plot B2","Spacious plots in prime location with excellent connectivity. Ideal for families.",850000.00,"Gorakhpur, UP",273012,land,,,,,,active,1,,"2026-04-03 12:59:58","2026-04-04 00:17:16",,,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-04-04 00:17:16"
9995,"Suyoday Colony - Plot A1","Premium residential plots near Gorakhpur NH-28 with all modern amenities. RERA approved.",750000.00,"Gorakhpur, UP",273014,land,,,,,,active,1,,"2026-04-03 12:59:58","2026-04-04 00:17:16",,,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-04-04 00:17:16"
9994,"Sample Property","A beautiful property for sale",500000.00,Mumbai,,apartment,,,,,,,,,"2026-03-28 02:49:51","2026-04-04 00:17:16",,,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-04-04 00:17:16"
9993,"Residential Plot","500 sq ft plot for construction",1500000.00,,,land,,,,,,active,,,"2026-03-14 01:18:01","2026-04-04 00:17:16",,,,Delhi,0,1,,,,,0,0.00,0.00,sqft,,,"2026-04-04 00:17:16"
9992,"Modern Apartment","2 BHK apartment with amenities",2500000.00,,,apartment,,,,,,active,,,"2026-03-14 01:18:01","2026-04-04 00:17:16",,,,Gurgaon,0,1,,,,,0,0.00,0.00,sqft,,,"2026-04-04 00:17:16"
9991,"Luxury Villa","Beautiful 3 BHK villa with garden",4500000.00,,,house,,,,,,active,,,"2026-03-14 01:18:01","2026-04-04 00:17:16",,,,Noida,0,1,,,,,0,0.00,0.00,sqft,,,"2026-04-04 00:17:16"
1010,"Sample Property with Location","Test property for geolocation",5000000.00,"Connaught Place, New Delhi",,apartment,,,,,,,,,"2026-02-21 20:59:11","2026-04-04 00:17:16",,,,"New Delhi",0,0,,,Delhi,,0,0.00,0.00,sqft,28.61393900,77.20902100,"2026-04-04 00:17:16"
1009,"City Apartment 2",,3500000.00,Unknown,,house,,,,,,,,,"2026-01-02 15:08:03","2026-04-04 00:17:16",,5,,Unknown,0,0,,,Unknown,,0,0.00,0.00,sqft,,,"2026-04-04 00:17:16"
1008,"Dream Villa 1",,5000000.00,Unknown,,house,,,,,,,,,"2026-01-02 15:08:03","2026-04-04 00:17:16",,5,,Unknown,0,0,,,Unknown,,0,0.00,0.00,sqft,,,"2026-04-04 00:17:16"
1007,"2BHK Luxury Apartment","Beautiful 2BHK apartment with modern amenities and great view",2500000.00,"Andheri West",,house,,,,,,,,,"2025-11-09 01:38:44","2026-04-04 00:17:16",,5,,Mumbai,2,0,,,Maharashtra,,2,1200.00,1200.00,sqft,,,"2026-04-04 00:17:16"
1006,"2BHK Luxury Apartment","Beautiful 2BHK apartment with modern amenities and great view",2500000.00,"Andheri West",,house,,,,,,,,,"2025-11-09 01:38:44","2026-04-04 00:17:16",,5,,Mumbai,2,0,,,Maharashtra,,2,1200.00,1200.00,sqft,,,"2026-04-04 00:17:16"
1005,"2BHK Luxury Apartment",,2500000.00,"Andheri West",,house,,,,,,,,,"2026-01-08 12:14:50","2026-04-04 00:17:16",,5,,Mumbai,0,0,,,Maharashtra,,0,0.00,0.00,sqft,,,"2026-04-04 00:17:16"
1004,"City Apartment 2",,3500000.00,,,apartment,,,,,,,1,,"2026-01-02 15:08:03","2026-04-04 00:17:16",,1,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-04-04 00:17:16"
1003,"Dream Villa 1",,5000000.00,,,apartment,,,,,,,1,,"2026-01-02 15:08:03","2026-04-04 00:17:16",,1,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-04-04 00:17:16"
1002,"2BHK Luxury Apartment","Beautiful 2BHK apartment with modern amenities and great view",2500000.00,"Andheri West",,apartment,,,,,,,1,,"2025-11-09 01:38:44","2026-04-04 00:17:16",,1,,Mumbai,2,0,,,Maharashtra,,2,1200.00,1200.00,sqft,,,"2026-04-04 00:17:16"
83,"<script>alert(""xss"")</script>","Test description with XSS payload",10000000.00,"Test Location",,apartment,,,,,,,,,"2025-11-28 18:35:27","2026-04-04 00:17:16",,1,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-04-04 00:17:16"
50,"Agricultural Land #50","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",7600000.00,"Sector-1, Allahabad, UP",,land,,,,,,sold,5,,"2025-10-21 23:17:33","2026-05-29 23:44:55",,3,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
49,"Gated Community Plot #49","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",3400000.00,"Sector-1, Varanasi, UP",,land,,,,,,sold,4,,"2025-08-06 07:46:34","2026-05-29 23:44:55",,3,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
48,"Commercial Shop Prime Location #48","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",12700000.00,"Sector-20, Allahabad, UP",,commercial,,,,,,,4,,"2025-09-12 09:31:53","2026-05-29 23:44:55",,4,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
47,"4 BHK Penthouse #47","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",15800000.00,"Sector-8, Allahabad, UP",,land,,,,,,sold,3,,"2025-09-03 10:35:03","2026-05-29 23:44:55",,3,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
46,"2 BHK Luxurious Flat #46","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",5100000.00,"Sector-15, Kanpur, UP",,house,,,,,,sold,4,,"2025-08-23 07:22:58","2026-05-29 23:44:55",,2,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
45,"Studio Apartment #45","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",12400000.00,"Sector-3, Kanpur, UP",,land,,,,,,,1,,"2025-09-18 15:13:21","2026-05-29 23:44:55",,3,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
44,"Residential Plot 1500 sqft #44","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",7100000.00,"Sector-14, Gorakhpur, UP",,land,,,,,,sold,5,,"2025-10-14 17:04:35","2026-05-29 23:44:55",,3,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
43,"5 BHK Villa with Pool #43","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",19300000.00,"Sector-16, Kanpur, UP",,apartment,,,,,,,1,,"2025-10-08 17:53:06","2026-05-29 23:44:55",,1,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
42,"Gated Community Plot #42","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",15900000.00,"Sector-3, Gorakhpur, UP",,apartment,,,,,,sold,2,,"2025-08-28 03:49:41","2026-05-29 23:44:55",,1,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
41,"4 BHK Penthouse #41","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",12500000.00,"Sector-17, Kanpur, UP",,house,,,,,,,2,,"2025-10-08 07:10:38","2026-05-29 23:44:55",,2,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
40,"2 BHK Luxurious Flat #40","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",11000000.00,"Sector-16, Lucknow, UP",,commercial,,,,,,sold,1,,"2025-08-18 13:50:53","2026-05-29 23:44:55",,4,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
39,"Commercial Shop Prime Location #39","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",9400000.00,"Sector-9, Allahabad, UP",,house,,,,,,,5,,"2025-10-19 15:59:19","2026-05-29 23:44:55",,2,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
38,"Studio Apartment #38","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",14500000.00,"Sector-4, Allahabad, UP",,commercial,,,,,,,4,,"2025-10-26 08:18:09","2026-05-29 23:44:55",,4,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
37,"2 BHK Luxurious Flat #37","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",18100000.00,"Sector-11, Kanpur, UP",,land,,,,,,,1,,"2025-08-17 18:45:53","2026-05-29 23:44:55",,3,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
36,"4 BHK Penthouse #36","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",10700000.00,"Sector-2, Lucknow, UP",,land,,,,,,sold,3,,"2025-10-17 06:28:24","2026-05-29 23:44:55",,3,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
35,"High-Street Retail Space #35","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",9200000.00,"Sector-5, Lucknow, UP",,land,,,,,,,2,,"2025-08-21 19:25:39","2026-05-29 23:44:55",,3,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
34,"High-Street Retail Space #34","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",19200000.00,"Sector-20, Gorakhpur, UP",,land,,,,,,,4,,"2025-10-11 12:27:05","2026-05-29 23:44:55",,3,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
33,"Commercial Shop Prime Location #33","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",17900000.00,"Sector-8, Kanpur, UP",,house,,,,,,,5,,"2025-09-01 08:51:05","2026-05-29 23:44:55",,2,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
32,"2 BHK Luxurious Flat #32","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",6100000.00,"Sector-12, Varanasi, UP",,house,,,,,,,4,,"2025-10-02 09:21:48","2026-05-29 23:44:55",,2,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
31,"Independent House #31","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",16700000.00,"Sector-17, Gorakhpur, UP",,apartment,,,,,,sold,1,,"2025-10-17 12:18:50","2026-05-29 23:44:55",,1,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
30,"4 BHK Penthouse #30","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",4700000.00,"Sector-3, Varanasi, UP",,apartment,,,,,,,1,,"2025-09-28 21:54:43","2026-05-29 23:44:55",,1,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
29,"4 BHK Penthouse #29","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",11700000.00,"Sector-19, Gorakhpur, UP",,commercial,,,,,,,5,,"2025-09-04 01:32:17","2026-05-29 23:44:55",,4,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
28,"Residential Plot 1500 sqft #28","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",13200000.00,"Sector-2, Lucknow, UP",,commercial,,,,,,sold,5,,"2025-09-29 03:55:48","2026-05-29 23:44:55",,4,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
27,"High-Street Retail Space #27","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",16100000.00,"Sector-12, Kanpur, UP",,land,,,,,,sold,5,,"2025-09-20 19:58:15","2026-05-29 23:44:55",,3,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
26,"Residential Plot 1500 sqft #26","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",11100000.00,"Sector-4, Lucknow, UP",,apartment,,,,,,,5,,"2025-09-13 03:36:51","2026-05-29 23:44:55",,1,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
25,"4 BHK Penthouse #25","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",3800000.00,"Sector-12, Gorakhpur, UP",,apartment,,,,,,,3,,"2025-09-04 00:29:03","2026-05-29 23:44:55",,1,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
24,"Agricultural Land #24","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",5200000.00,"Sector-17, Gorakhpur, UP",,land,,,,,,,5,,"2025-09-21 17:01:20","2026-05-29 23:44:55",,3,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
23,"4 BHK Penthouse #23","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",10400000.00,"Sector-10, Lucknow, UP",,house,,,,,,,5,,"2025-08-16 10:54:21","2026-05-29 23:44:55",,2,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
22,"Gated Community Plot #22","Lorem ipsum dolor sit amet, consectetur adipiscing elit. This property offers excellent value and modern amenities.",9000000.00,"Sector-2, Gorakhpur, UP",,commercial,,,,,,sold,1,,"2025-09-29 00:29:21","2026-05-29 23:44:55",,4,,,0,0,,,,,0,0.00,0.00,sqft,,,"2026-05-29 23:44:55"
