[INFO] [2025-05-02 22:30:38] Starting comprehensive security and cleanup process
[ERROR] [2025-05-02 22:30:38] Critical error during security optimization: parsing "\\[" - Unterminated [] set.
[INFO] [2025-05-02 22:30:38] Security log saved to C:\xampp\htdocs\apsdreamhome\security_cleanup_log.txt
[INFO] [2025-05-02 22:31:34] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\counter-up\jquery.counterup.min.js
[INFO] [2025-05-02 22:31:34] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\af.js
[INFO] [2025-05-02 22:31:34] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\ar-dz.js
[INFO] [2025-05-02 22:31:34] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\ar-kw.js
[INFO] [2025-05-02 22:31:34] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\ar-ly.js
[INFO] [2025-05-02 22:31:35] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\ar-ma.js
[INFO] [2025-05-02 22:31:35] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\ar-sa.js
[INFO] [2025-05-02 22:31:35] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\ar-tn.js
[INFO] [2025-05-02 22:31:35] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\ar.js
[INFO] [2025-05-02 22:31:35] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\be.js
[INFO] [2025-05-02 22:31:35] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\bg.js
[INFO] [2025-05-02 22:31:35] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\bs.js
[INFO] [2025-05-02 22:31:35] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\ca.js
[INFO] [2025-05-02 22:31:35] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\cs.js
[INFO] [2025-05-02 22:31:35] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\da.js
[INFO] [2025-05-02 22:31:35] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\de-at.js
[INFO] [2025-05-02 22:31:35] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\de-ch.js
[INFO] [2025-05-02 22:31:36] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\de.js
[INFO] [2025-05-02 22:31:36] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\el.js
[INFO] [2025-05-02 22:31:36] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\en-au.js
[INFO] [2025-05-02 22:31:36] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\en-ca.js
[INFO] [2025-05-02 22:31:36] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\en-gb.js
[INFO] [2025-05-02 22:31:36] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\en-ie.js
[INFO] [2025-05-02 22:31:36] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\en-nz.js
[INFO] [2025-05-02 22:31:36] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\es-do.js
[INFO] [2025-05-02 22:31:36] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\es-us.js
[INFO] [2025-05-02 22:31:36] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\es.js
[INFO] [2025-05-02 22:31:36] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\et.js
[INFO] [2025-05-02 22:31:36] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\eu.js
[INFO] [2025-05-02 22:31:36] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\fa.js
[INFO] [2025-05-02 22:31:37] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\fi.js
[INFO] [2025-05-02 22:31:37] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\fr-ca.js
[INFO] [2025-05-02 22:31:37] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\fr-ch.js
[INFO] [2025-05-02 22:31:37] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\fr.js
[INFO] [2025-05-02 22:31:37] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\gl.js
[INFO] [2025-05-02 22:31:37] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\he.js
[INFO] [2025-05-02 22:31:37] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\hi.js
[INFO] [2025-05-02 22:31:37] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\hr.js
[INFO] [2025-05-02 22:31:37] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\hu.js
[INFO] [2025-05-02 22:31:37] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\id.js
[INFO] [2025-05-02 22:31:37] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\is.js
[INFO] [2025-05-02 22:31:37] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\it.js
[INFO] [2025-05-02 22:31:37] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\ja.js
[INFO] [2025-05-02 22:31:37] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\ka.js
[INFO] [2025-05-02 22:31:37] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\kk.js
[INFO] [2025-05-02 22:31:38] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\ko.js
[INFO] [2025-05-02 22:31:38] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\lb.js
[INFO] [2025-05-02 22:31:38] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\lt.js
[INFO] [2025-05-02 22:31:38] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\lv.js
[INFO] [2025-05-02 22:31:38] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\mk.js
[INFO] [2025-05-02 22:31:38] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\ms-my.js
[INFO] [2025-05-02 22:31:38] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\ms.js
[INFO] [2025-05-02 22:31:38] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\nb.js
[INFO] [2025-05-02 22:31:38] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\nl-be.js
[INFO] [2025-05-02 22:31:38] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\nl.js
[INFO] [2025-05-02 22:31:38] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\nn.js
[INFO] [2025-05-02 22:31:38] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\pl.js
[INFO] [2025-05-02 22:31:38] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\pt-br.js
[INFO] [2025-05-02 22:31:38] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\pt.js
[INFO] [2025-05-02 22:31:38] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\ro.js
[INFO] [2025-05-02 22:31:39] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\ru.js
[INFO] [2025-05-02 22:31:39] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\sk.js
[INFO] [2025-05-02 22:31:39] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\sl.js
[INFO] [2025-05-02 22:31:39] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\sq.js
[INFO] [2025-05-02 22:31:39] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\sr-cyrl.js
[INFO] [2025-05-02 22:31:39] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\sr.js
[INFO] [2025-05-02 22:31:39] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\sv.js
[INFO] [2025-05-02 22:31:39] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\th.js
[INFO] [2025-05-02 22:31:39] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\tr.js
[INFO] [2025-05-02 22:31:39] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\uk.js
[INFO] [2025-05-02 22:31:39] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\vi.js
[INFO] [2025-05-02 22:31:39] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\zh-cn.js
[INFO] [2025-05-02 22:31:40] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\zh-hk.js
[INFO] [2025-05-02 22:31:40] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale\zh-tw.js
[INFO] [2025-05-02 22:31:40] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\fullcalendar.js
[INFO] [2025-05-02 22:31:40] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\fullcalendar.min.js
[INFO] [2025-05-02 22:31:41] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\gcal.js
[INFO] [2025-05-02 22:31:41] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\locale-all.js
[INFO] [2025-05-02 22:31:41] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\js\swiper-bundle.min.js
[INFO] [2025-05-02 22:31:42] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\lightbox2\dist\js\lightbox-plus-jquery.js
[INFO] [2025-05-02 22:31:42] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\lightbox2\dist\js\lightbox-plus-jquery.min.js
[INFO] [2025-05-02 22:31:42] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\perfect-scrollbar\perfect-scrollbar.js
[INFO] [2025-05-02 22:31:42] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\perfect-scrollbar\perfect-scrollbar.min.js
[INFO] [2025-05-02 22:31:42] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\progressbar\progressbar.js
[INFO] [2025-05-02 22:31:42] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\progressbar\progressbar.min.js
[INFO] [2025-05-02 22:31:42] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\slick\slick.min.js
[INFO] [2025-05-02 22:31:43] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\sweetalert\sweetalert.min.js
[INFO] [2025-05-02 22:31:43] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\vector-map\jquery.vmap.js
[INFO] [2025-05-02 22:31:43] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\vector-map\jquery.vmap.min.js
[INFO] [2025-05-02 22:31:45] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\backup_dependencies_20250502_201251\node_modules\jquery\src\manipulation\setGlobalEval.js
[INFO] [2025-05-02 22:31:45] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\backup_dependencies_20250502_201251\node_modules\jquery\src\manipulation\_evalUrl.js
[INFO] [2025-05-02 22:31:46] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\backup_dependencies_20250502_201251\node_modules\popper.js\src\modifiers\inner.js
[INFO] [2025-05-02 22:31:46] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\backup_dependencies_20250502_201251\node_modules\popper.js\src\modifiers\keepTogether.js
[INFO] [2025-05-02 22:31:46] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\backup_dependencies_20250502_201251\node_modules\popper.js\src\modifiers\shift.js
[INFO] [2025-05-02 22:31:48] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\backup_dependencies_20250502_201251\vendor\google\apiclient\tests\clearToken.php
[INFO] [2025-05-02 22:32:18] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\backup_dependencies_20250502_201251\vendor\google\auth\tests\mocks\AppIdentityService.php
[INFO] [2025-05-02 22:32:26] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\backup_duplicates\js\bootstrap.esm.js
[INFO] [2025-05-02 22:32:26] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\backup_duplicates\js\bootstrap.esm.min.js
[INFO] [2025-05-02 22:32:26] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\backup_duplicates\js\bootstrap.js
[INFO] [2025-05-02 22:32:26] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\backup_duplicates\js\jquery-3.6.0.min.js
[INFO] [2025-05-02 22:32:26] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\backup_duplicates\js\jquery.js
[INFO] [2025-05-02 22:32:27] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194718\app.js
[INFO] [2025-05-02 22:32:27] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194718\arrow.js
[INFO] [2025-05-02 22:32:27] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194718\bootstrap.bundle.js
[INFO] [2025-05-02 22:32:27] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194718\button.js
[INFO] [2025-05-02 22:32:27] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194718\carousel.js
[INFO] [2025-05-02 22:32:28] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194718\collapse.js
[INFO] [2025-05-02 22:32:28] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194718\computeAutoPlacement.js
[INFO] [2025-05-02 22:32:28] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194718\data.js
[INFO] [2025-05-02 22:32:28] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194718\dropdown.js
[INFO] [2025-05-02 22:32:28] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194718\event.js
[INFO] [2025-05-02 22:32:28] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194718\flip.js
[INFO] [2025-05-02 22:32:28] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194718\foundation.min.js
