[WARNING] [2025-05-02 20:32:25] Potentially unused Composer dependency: ext-mysqli
[WARNING] [2025-05-02 21:05:10] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\assets\js\moment.js
[WARNING] [2025-05-02 21:05:10] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\assets\js\owl.carousel.min.js
[WARNING] [2025-05-02 21:05:10] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\assets\vendor\chartjs\Chart.bundle.min.js
[WARNING] [2025-05-02 21:05:10] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\fullcalendar.js
[WARNING] [2025-05-02 21:05:10] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\fullcalendar.min.js
[WARNING] [2025-05-02 21:05:10] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\gcal.js
[WARNING] [2025-05-02 21:05:10] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\assets\vendor\fullcalendar-3.10.0\gcal.min.js
[WARNING] [2025-05-02 21:05:10] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\assets\vendor\js\swiper-bundle.min.js
[WARNING] [2025-05-02 21:05:10] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\assets\vendor\lightbox2\dist\js\lightbox-plus-jquery.js
[WARNING] [2025-05-02 21:05:10] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\assets\vendor\lightbox2\dist\js\lightbox-plus-jquery.min.js
[WARNING] [2025-05-02 21:05:10] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\assets\vendor\perfect-scrollbar\perfect-scrollbar.min.js
[WARNING] [2025-05-02 21:05:10] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\assets\vendor\slick\slick.min.js
[WARNING] [2025-05-02 21:05:10] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\assets\vendor\sweetalert\sweetalert.min.js
[WARNING] [2025-05-02 21:05:10] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\assets\vendor\vector-map\jquery.vmap.min.js
[WARNING] [2025-05-02 21:05:10] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\auth\login.php
[WARNING] [2025-05-02 21:05:10] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_dependencies_20250502_201251\node_modules\jquery\src\manipulation\setGlobalEval.js
[WARNING] [2025-05-02 21:05:10] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_dependencies_20250502_201251\node_modules\jquery\src\manipulation\_evalUrl.js
[WARNING] [2025-05-02 21:05:10] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_dependencies_20250502_201251\vendor\phpseclib\phpseclib\tests\Unit\Crypt\EC\Ed448PrivateKey.php
[WARNING] [2025-05-02 21:05:10] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_dependencies_20250502_201251\vendor\phpseclib\phpseclib\tests\Unit\Crypt\EC\Ed448PublicKey.php
[WARNING] [2025-05-02 21:05:10] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates\js\bootstrap.esm.min.js
[WARNING] [2025-05-02 21:05:10] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates\js\jquery.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194718\event.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194718\foundation.min.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194718\highlight.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\bootstrap.bundle.min.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\bootstrap.esm.min.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\bootstrap.min.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\Chart.bundle.min.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\fullcalendar.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\fullcalendar.min.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\gcal.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\gcal.min.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\jquery-3.2.1.min.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\jquery-ui.min.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\jquery.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\jquery.min.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\jquery.vmap.min.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\lightbox-plus-jquery.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\lightbox-plus-jquery.min.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\moment.min.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\owl.carousel.min.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\perfect-scrollbar.min.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\script.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\select2.min.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\slick.min.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\sweetalert.min.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\swiper-bundle.min.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\backup_duplicates_20250502_194718\tinymce.min.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\node_modules\jquery\src\core.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\node_modules\owl.carousel\docs\assets\js\foundation.min.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\node_modules\owl.carousel\docs\assets\vendors\highlight.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\bootstrap.esm.min.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\bootstrap.min.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\Chart.bundle.min.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\core.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\foundation.min.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\fullcalendar.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\fullcalendar.min.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\gcal.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\gcal.min.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\highlight.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\jquery.js
[WARNING] [2025-05-02 21:05:11] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\jquery.min.js
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\jquery.vmap.min.js
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\lightbox-plus-jquery.js
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\lightbox-plus-jquery.min.js
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\moment.min.js
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\owl.carousel.min.js
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\perfect-scrollbar.min.js
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\select2.min.js
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\slick.min.js
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\sweetalert.min.js
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\swiper-bundle.min.js
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_duplicates_20250502_194943\vendor\tinymce.min.js
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_php_duplicates_20250502_195220\Authentication.php
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_php_duplicates_20250502_195220\DSNConfigurator.php
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_php_duplicates_20250502_195220\User.php
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_php_duplicates_20250502_195220\Validator.php
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\google\apiclient-services\src\AIPlatformNotebooks\Resource\ProjectsLocationsInstances.php
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\google\apiclient-services\src\Batch\Container.php
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\google\apiclient-services\src\Calendar\EntryPoint.php
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\google\apiclient-services\src\CloudAlloyDBAdmin\User.php
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\google\apiclient-services\src\CloudAlloyDBAdmin\UserPassword.php
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\google\apiclient-services\src\CloudBuild\Probe.php
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\google\apiclient-services\src\Connectors\UserPassword.php
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\google\apiclient-services\src\Css\Attributes.php
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\google\apiclient-services\src\DatabaseMigrationService\ForwardSshTunnelConnectivity.php
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\google\apiclient-services\src\DatabaseMigrationService\OracleAsmConfig.php
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\google\apiclient-services\src\Directory\User.php
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\google\apiclient-services\src\ManufacturerCenter\Attributes.php
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\google\apiclient-services\src\ShoppingContent\Product.php
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\guzzlehttp\promises\tests\UtilsTest.php
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\guzzlehttp\psr7\tests\UtilsTest.php
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\Common\Formats\Keys\JWK.php
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\Common\Formats\Keys\OpenSSH.php
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\Common\Formats\Keys\PKCS1.php
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\Common\Formats\Keys\PKCS8.php
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\Common\Formats\Keys\PuTTY.php
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\Common\PrivateKey.php
[WARNING] [2025-05-02 21:05:12] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\DH\Formats\Keys\PKCS1.php
[WARNING] [2025-05-02 21:05:13] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\DH\Formats\Keys\PKCS8.php
[WARNING] [2025-05-02 21:05:13] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\DSA\Formats\Keys\PKCS1.php
[WARNING] [2025-05-02 21:05:13] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\DSA\Formats\Keys\PKCS8.php
[WARNING] [2025-05-02 21:05:13] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\DSA\Formats\Keys\PuTTY.php
[WARNING] [2025-05-02 21:05:13] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\DSA\Formats\Keys\Raw.php
[WARNING] [2025-05-02 21:05:13] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\DSA\Formats\Keys\XML.php
[WARNING] [2025-05-02 21:05:13] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\EC\Formats\Keys\JWK.php
[WARNING] [2025-05-02 21:05:13] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\EC\Formats\Keys\OpenSSH.php
[WARNING] [2025-05-02 21:05:13] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\EC\Formats\Keys\PKCS1.php
[WARNING] [2025-05-02 21:05:13] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\EC\Formats\Keys\PKCS8.php
[WARNING] [2025-05-02 21:05:13] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\EC\Formats\Keys\PuTTY.php
[WARNING] [2025-05-02 21:05:13] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\EC\Formats\Keys\XML.php
[WARNING] [2025-05-02 21:05:13] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Crypt\RSA\Formats\Keys\JWK.php
[WARNING] [2025-05-02 21:05:13] Potential security vulnerability in: C:\xampp\htdocs\apsdreamhome\backup_project_structure_20250502_200132\vendor\phpseclib\phpseclib\phpseclib\Math\BigInteger\Engines\BCMath\Reductions\EvalBarrett.php
